imagename box_x1 box_y1 box_x2 box_y2
004742 1 1 500 241
004753 258 5 405 152
004753 1 1 108 149
004773 67 30 375 408
004785 1 1 134 114
004785 9 1 266 194
004785 135 1 408 130
004818 120 1 500 400
004837 110 1 394 216
004857 338 45 481 183
004857 1 1 500 222
004859 1 1 291 332
004912 147 308 309 359
004912 407 227 500 375
004912 488 277 500 296
004926 12 1 180 170
004939 1 1 245 107
004956 57 128 333 389
004984 59 1 500 375
004984 167 1 416 185
004984 421 1 500 266
004986 142 203 257 394
004991 127 1 500 235
004994 1 1 246 258
005014 54 1 342 216
005014 297 1 500 375
005014 1 1 133 312
005027 1 1 218 248
005055 79 1 500 347
005085 1 114 297 500
005086 1 1 192 185
005086 37 97 332 261
005129 52 1 500 262
005135 1 1 194 248
005153 1 1 500 234
005160 1 1 299 193
005186 1 46 367 339
005191 259 1 500 205
005195 30 68 500 333
005195 145 187 306 277
005212 306 1 500 333
005345 117 1 373 211
005349 195 1 410 102
005349 90 143 455 375
005378 1 27 500 374
005380 1 217 276 500
005397 7 1 500 297
005397 6 1 231 165
005438 282 145 491 332
005439 1 1 467 217
005454 220 1 445 218
005465 252 179 436 345
005465 1 164 370 375
005471 139 1 363 238
005471 1 1 189 192
005471 41 221 191 333
005471 64 292 163 333
005508 67 1 375 500
005517 183 1 500 333
005517 1 1 169 82
005531 1 1 375 383
005591 49 30 243 375
005605 214 78 500 375
005618 184 65 445 375
005618 139 55 377 199
005618 1 18 311 310
005618 276 1 500 227
005629 1 1 357 187
005647 1 1 500 375
005662 144 84 375 281
005672 199 1 332 105
005686 1 1 500 244
005687 87 55 460 333
005697 59 1 500 330
005701 1 146 297 365
005710 249 115 497 333
005718 1 22 170 359
005718 59 149 470 386
005723 5 46 500 391
005730 1 202 266 333
005730 214 208 359 326
005773 1 137 434 497
005773 1 207 227 387
005773 148 78 434 302
005773 121 142 202 278
005773 283 190 434 409
005784 132 62 498 442
005784 6 8 317 193
005784 355 6 497 108
005784 7 7 144 78
005784 397 182 481 280
005794 134 25 495 235
005811 77 150 500 375
005811 321 78 451 296
005821 265 198 414 329
005821 277 239 376 294
005821 1 1 377 277
005821 1 162 160 310
005821 234 215 288 268
005821 444 123 482 170
005863 1 1 500 331
005863 1 116 109 296
005863 351 50 500 375
005863 414 1 500 218
005864 288 1 431 220
005867 90 1 500 349
005917 208 22 384 375
005920 238 122 357 375
005920 203 1 500 375
005920 291 162 415 328
005923 358 1 428 91
005923 317 9 415 264
005938 107 1 230 162
005938 177 1 499 313
005938 440 119 498 266
005938 1 1 264 313
005963 127 1 500 342
006000 203 257 439 363
006000 1 202 237 307
006004 93 1 333 198
006004 17 1 92 270
006005 183 328 362 431
006005 1 1 284 10
006005 1 325 260 500
006020 1 1 437 229
006027 73 47 352 210
006027 33 1 500 344
006029 58 1 495 161
006030 1 59 466 375
006045 27 1 500 375
006055 150 1 500 375
006066 1 1 214 333
006078 132 23 500 375
006088 1 65 468 375
006100 1 34 283 303
006185 1 98 124 271
006185 182 107 224 209
006185 413 173 500 236
006220 1 1 350 318
006241 1 1 386 202
006259 43 39 333 200
006259 1 1 333 500
006270 1 26 384 375
006286 342 1 500 238
006286 348 149 417 208
006286 81 73 218 190
006286 436 5 500 163
006289 1 1 304 255
006321 1 54 193 245
006339 79 1 456 141
006339 1 1 500 375
006348 142 1 424 213
006348 4 88 500 375
006381 178 64 314 270
006381 190 81 500 375
006391 54 1 375 232
006395 20 1 500 375
006419 46 1 298 500
006424 1 147 359 375
006447 9 26 310 233
006509 1 1 333 363
006530 27 60 260 212
006553 154 1 366 400
006599 144 93 281 211
006599 221 22 333 160
006605 242 1 500 375
006627 185 1 436 229
006628 155 1 500 272
006658 1 1 487 128
006658 205 1 333 109
006658 154 114 500 319
006677 1 41 413 500
006689 1 54 438 289
006690 275 1 500 333
006690 90 11 369 322
006696 124 95 218 288
006696 339 25 500 126
006707 235 55 500 321
006707 1 1 254 242
006755 5 45 252 229
006765 114 1 376 378
006768 1 1 422 500
006819 1 1 315 375
006824 1 1 190 311
006845 189 173 317 298
006845 249 225 385 289
006852 75 47 423 252
006876 93 1 500 333
006876 74 74 167 180
006876 293 1 500 191
006886 1 68 418 254
006887 266 143 465 375
006887 387 22 463 66
006887 1 110 380 375
006892 114 1 500 324
006912 173 1 281 111
006912 111 1 305 219
006912 316 65 500 220
006912 308 1 369 109
006963 1 29 117 159
006963 1 118 132 215
006963 79 52 500 307
006963 100 1 370 161
006972 284 1 500 201
006976 1 1 375 398
006995 171 4 500 375
007006 1 18 500 375
007021 198 1 500 172
007023 127 6 375 388
007023 69 30 139 147
007042 33 1 500 375
007046 1 1 188 342
007046 1 157 304 463
007064 1 33 500 375
007077 1 281 147 332
007077 178 263 456 332
007078 1 1 500 256
007093 83 99 230 355
007117 446 96 500 217
007117 305 67 500 302
007177 73 1 225 181
007177 1 1 333 287
007177 1 1 141 188
007177 23 57 122 118
007180 247 122 275 306
007180 1 1 375 500
007191 1 92 347 282
007212 248 1 431 333
007213 125 7 500 375
007219 137 30 375 500
007263 1 1 232 288
007266 1 1 291 315
007311 1 53 307 302
007311 207 1 500 308
007327 243 217 500 350
007327 84 166 452 306
007327 122 222 303 299
007350 6 13 441 360
007369 390 45 470 128
007369 426 96 500 203
007373 73 12 468 209
007390 35 69 500 273
007416 81 1 252 182
007416 273 15 448 78
007432 159 101 500 338
007435 30 148 332 361
007443 1 103 323 320
007458 1 1 341 159
007466 96 1 435 186
007493 91 1 500 375
007493 245 110 356 208
007530 1 272 355 407
007530 251 1 365 200
007538 1 77 500 375
007544 119 79 484 349
007558 78 1 317 254
007572 155 47 339 240
007572 155 96 239 207
007619 27 67 325 333
007631 1 64 235 185
007664 1 1 439 375
007720 298 276 500 375
007720 237 317 377 375
007720 285 279 386 283
007720 37 44 500 375
007724 70 49 139 116
007724 176 30 418 198
007732 1 88 266 375
007732 1 1 500 266
007735 1 1 439 298
007754 47 3 340 269
007762 67 14 287 147
007762 286 18 364 94
007790 69 1 345 239
007795 171 118 302 239
007799 185 98 500 331
007812 1 40 198 375
007826 1 109 396 375
007865 26 125 178 328
007909 1 30 270 157
007923 140 1 424 235
007959 26 77 334 220
007996 186 1 377 184
008063 1 1 500 375
008063 66 102 333 308
008072 112 1 300 163
008072 233 1 354 166
008076 104 72 485 296
008106 1 1 375 346
008122 1 1 496 333
008122 212 164 500 333
008122 1 3 131 333
008127 1 1 148 334
008127 194 55 273 329
008144 1 321 261 500
008144 255 380 361 435
008151 167 51 454 246
008159 1 1 239 334
008171 284 61 420 270
008171 17 55 281 321
008171 1 138 124 289
008190 20 282 382 374
008190 217 129 434 367
008190 5 275 182 329
008190 358 297 403 317
008199 51 93 202 312
008199 58 197 135 312
008213 64 1 500 224
008216 162 291 375 500
008272 119 1 350 181
008284 104 1 500 375
008284 104 1 334 84
008341 56 1 467 333
008341 384 1 500 135
008341 275 1 356 168
008341 1 1 128 174
008385 241 300 369 500
008386 1 1 371 375
008390 32 54 199 226
008390 1 1 138 440
008390 26 1 375 143
008390 34 151 89 222
008413 206 1 277 110
008413 1 1 500 158
008413 245 1 345 248
008453 108 1 500 400
008462 1 1 500 347
008468 128 61 256 146
008470 107 115 299 375
008470 227 167 288 220
008470 176 1 423 194
008470 95 1 212 166
008542 1 1 166 162
008556 222 1 492 83
008582 55 9 320 197
008624 153 46 349 284
008624 1 71 233 375
008628 132 1 375 298
008655 1 1 375 381
008717 95 1 500 375
008728 1 112 111 214
008733 81 1 500 300
008760 27 1 500 285
008783 1 1 500 375
008814 208 1 500 332
008874 1 1 500 275
008888 55 1 500 375
008931 189 1 252 178
008931 343 1 469 237
008936 1 1 500 375
008948 1 1 368 375
008961 1 23 317 384
008961 133 96 268 336
008975 1 1 500 375
008983 1 1 500 203
008983 129 1 197 110
008997 1 138 347 445
009048 9 1 375 226
009051 107 55 415 240
009068 119 37 335 293
009068 1 90 264 375
009072 1 1 103 110
009072 1 1 340 125
009087 254 1 500 245
009087 349 125 500 375
009123 94 154 440 301
009136 267 1 500 375
009136 217 1 279 183
009151 274 1 454 256
009157 1 1 500 231
009159 1 106 469 375
009162 235 75 453 323
009200 1 1 500 375
009247 265 1 500 167
009247 232 191 500 333
009247 80 200 258 317
009247 170 130 299 244
009249 70 175 385 269
009252 1 1 151 311
009273 226 1 500 346
009273 360 199 471 306
009273 173 1 329 299
009279 282 8 467 184
009279 186 1 500 402
009290 1 28 500 333
009333 1 149 129 262
009333 334 26 500 246
009333 1 228 500 375
009333 88 1 500 137
009339 287 1 500 375
009343 1 1 288 334
009343 384 79 500 313
009343 81 155 282 269
009343 295 98 376 269
009359 1 1 500 281
009374 129 1 500 334
009374 384 162 455 314
009374 441 1 477 334
009388 1 121 334 375
009413 133 315 500 500
009413 393 83 499 204
009413 259 32 499 386
009420 1 48 496 375
009437 120 1 500 375
009437 1 1 313 205
009437 274 74 423 215
009454 320 1 500 375
009466 1 1 243 450
009481 1 1 500 375
009481 1 1 144 230
009484 103 1 487 375
009520 258 1 500 335
009520 1 1 311 359
009526 53 123 313 500
009541 257 81 375 375
009541 80 321 375 500
009543 1 1 500 324
009550 207 161 375 432
009577 121 1 500 161
009613 3 88 374 499
009617 324 72 500 375
009638 333 84 488 262
009647 215 29 500 375
009647 274 265 500 375
009647 140 1 354 115
009649 279 1 500 222
009649 1 1 500 331
009659 1 5 500 141
009659 1 267 96 375
009659 126 36 241 126
009659 83 47 180 170
009713 206 1 500 66
009721 1 78 310 500
009735 83 229 294 427
009735 1 266 147 431
009735 46 349 133 429
009735 84 326 144 361
009746 94 1 500 375
009758 1 1 262 183
009773 1 1 482 298
009792 1 2 218 294
009819 333 1 495 207
009819 353 1 444 52
009825 1 174 144 346
009828 1 132 96 235
009828 226 35 317 211
009833 1 219 404 371
009872 42 129 486 312
009917 76 1 450 245
009935 1 1 500 375
009949 1 1 244 246
