imagename box_x1 box_y1 box_x2 box_y2
005175 424 197 500 243
005175 241 187 401 256
005290 1 113 267 241
005358 193 80 275 189
005391 1 1 500 375
005393 64 1 500 333
005406 1 1 500 333
005465 1 117 328 223
005465 50 129 386 366
005487 1 153 500 333
005509 1 84 257 195
005574 152 73 500 375
005600 108 162 374 228
005620 326 165 500 233
005655 135 181 268 231
005655 1 130 456 329
005828 39 66 500 253
005895 1 1 500 375
005895 283 198 336 242
005952 275 13 500 113
005975 1 1 500 333
006025 79 112 500 232
006025 234 141 424 217
006067 1 215 212 276
006129 1 129 500 333
006162 202 61 500 333
006184 77 168 368 318
006184 150 129 407 225
006184 1 193 183 300
006208 207 125 390 272
006208 33 149 193 222
006208 219 167 305 222
006212 57 184 500 342
006258 1 131 375 426
006279 1 81 500 254
006306 1 1 500 333
006349 1 152 500 334
006350 8 64 486 370
006374 144 113 417 289
006374 189 191 298 283
006374 144 141 300 224
006433 90 105 200 119
006433 390 230 500 295
006433 289 268 500 340
006433 1 227 500 375
006443 1 1 500 350
006480 109 110 209 161
006523 177 177 312 226
006529 168 141 500 375
006564 1 1 500 332
006619 1 1 500 333
006636 1 1 417 288
006636 349 289 500 375
006702 31 161 209 288
006773 300 183 394 281
006773 14 136 206 196
006794 1 117 500 248
006860 1 1 500 333
006909 1 137 73 291
006909 34 23 106 175
006922 1 79 500 333
007033 1 1 421 375
007086 1 1 500 333
007088 195 198 351 270
007097 32 147 413 217
007152 63 242 119 305
007274 398 142 500 194
007274 132 104 500 257
007280 144 100 500 302
007292 1 158 306 375
007297 300 112 455 203
007372 1 244 333 500
007375 170 46 500 375
007413 243 1 454 246
007470 142 127 273 195
007486 179 74 500 333
007503 1 208 145 375
007626 356 242 500 333
007654 336 128 401 254
007677 152 15 490 350
007723 55 194 302 354
007820 213 76 500 212
007857 1 137 500 369
007864 95 108 229 213
007916 1 128 500 332
007976 272 228 305 257
007976 233 198 288 227
007976 192 142 252 175
008024 1 119 288 327
008024 251 131 500 368
008101 1 90 500 292
008107 1 142 500 333
008132 86 150 282 252
008236 1 110 367 314
008252 1 1 500 375
008275 79 144 444 332
008280 1 32 274 319
008300 248 1 500 195
008310 229 131 500 294
008326 1 100 500 333
008372 1 99 380 332
008450 1 1 500 333
008472 10 16 500 451
008472 277 156 500 307
008495 13 107 320 272
008522 1 1 500 214
008523 1 106 432 333
008667 1 126 296 336
008683 1 65 354 333
008683 233 46 485 224
008692 107 1 500 330
008692 1 72 293 251
008723 1 69 464 334
008770 1 128 297 305
008799 1 73 275 234
008847 247 145 373 254
008905 1 83 268 302
008940 1 7 330 282
008971 121 111 465 234
009039 1 1 500 163
009039 173 48 225 82
009063 256 111 314 177
009085 1 113 500 281
009272 1 130 500 333
009307 1 247 400 400
009348 237 142 500 241
009351 327 368 342 375
009365 223 127 306 209
009365 1 1 500 332
009365 45 161 52 180
009371 160 1 500 186
009394 184 1 500 254
009408 139 11 492 352
009408 51 100 123 190
009408 62 87 292 286
009432 1 110 313 332
009461 1 145 500 375
009472 93 132 341 218
009476 268 188 500 270
009480 1 180 152 265
009523 155 156 249 258
009523 1 1 500 375
009571 83 247 283 291
009615 1 193 500 333
009620 1 1 500 347
009629 291 148 500 196
009681 285 164 403 209
009681 1 5 500 264
009702 1 215 145 321
009858 1 181 356 248
009905 1 97 500 361
009911 63 137 394 280
