imagename box_x1 box_y1 box_x2 box_y2
002658 102 1 179 120
002668 92 170 166 375
002668 308 210 440 375
002745 1 185 375 500
002745 107 1 211 233
002745 290 157 375 321
002775 189 348 290 453
002798 183 245 279 331
002817 193 183 269 250
002820 254 256 329 311
002924 39 1 253 128
002924 299 185 361 322
002924 175 252 237 313
002946 216 174 368 298
002967 51 284 255 500
003002 1 151 123 401
003004 289 1 396 146
003004 353 1 419 61
003024 146 53 244 140
003034 1 168 151 351
003044 103 419 181 475
003044 106 213 129 260
003093 338 227 500 375
003093 120 150 263 241
003093 73 238 205 341
003093 394 240 464 301
003146 47 208 177 318
003186 221 46 386 224
003189 190 347 255 447
003189 205 384 320 498
003202 1 145 148 276
003211 320 126 381 209
003239 213 189 308 276
003284 172 256 232 375
003284 102 204 142 322
003284 59 219 236 375
003301 162 1 315 116
003301 317 197 418 287
003367 276 174 500 293
003374 225 48 324 225
003419 1 106 135 269
003436 337 138 426 274
003436 165 219 231 351
003436 351 195 406 255
003436 427 45 500 117
003436 307 37 379 131
003450 422 63 481 117
003450 247 92 484 375
003450 20 1 500 228
003450 357 66 407 154
003450 1 1 214 388
003462 197 31 237 135
003466 1 76 50 172
003506 236 59 500 289
003509 284 100 375 173
003509 256 257 306 298
003555 214 226 256 302
003555 1 234 124 320
003622 106 57 324 261
003629 66 49 170 152
003694 66 146 157 235
003699 163 110 203 176
003758 39 1 500 333
003791 169 212 417 375
003796 1 201 203 375
003834 1 71 310 318
003877 281 220 372 310
003924 25 342 229 500
003932 247 286 375 463
003956 219 95 375 294
003956 1 181 108 354
004017 306 47 404 207
004037 95 234 147 408
004105 126 239 207 307
004121 28 131 127 240
004212 474 178 500 258
004274 253 223 500 298
004275 128 18 371 305
004292 47 208 189 416
004364 243 155 333 230
004392 28 1 74 55
004446 131 1 267 249
004455 186 161 452 333
004484 45 192 89 240
004558 114 321 237 439
004631 48 117 89 232
004631 177 175 223 261
004682 16 127 122 215
004699 337 203 486 308
004707 235 354 328 465
004714 360 72 461 176
004742 334 174 500 354
004825 1 330 357 500
004895 135 26 461 152
004898 229 131 301 241
004898 275 177 307 208
004939 58 1 245 81
004948 115 128 233 264
004960 1 55 414 400
004960 91 72 212 344
004991 232 98 286 186
004991 164 160 243 214
004991 183 133 241 181
005061 145 204 251 315
005061 144 134 187 208
005061 39 17 54 32
005061 1 41 10 58
005061 160 314 253 375
005061 383 76 442 139
005129 248 4 368 209
005143 1 29 140 280
005145 35 396 333 500
005160 196 158 371 233
005183 1 1 142 300
005186 3 161 138 321
005190 1 25 177 375
005224 312 169 500 310
005346 457 149 500 215
005515 1 1 215 500
005515 202 176 338 385
005517 6 9 90 159
005531 134 67 227 225
005605 306 55 363 192
005605 296 146 407 291
005605 9 161 92 248
005605 83 195 198 328
005676 209 112 345 249
005682 17 1 248 152
005687 39 253 173 333
005762 123 306 375 500
005762 236 454 334 497
005794 63 75 112 147
005813 86 269 136 357
005817 240 48 500 216
005821 89 174 288 303
005874 52 145 122 266
005874 115 83 194 266
005894 26 239 104 302
005919 307 259 427 340
005923 219 92 315 163
005985 219 38 354 211
005991 1 1 114 227
006029 425 66 500 166
006029 359 1 454 85
006069 1 220 192 472
006088 1 74 167 375
006088 417 186 500 299
006088 447 80 500 239
006100 124 18 168 133
006100 238 88 293 207
006159 50 270 136 357
006159 166 269 226 338
006188 289 1 440 285
006188 273 118 361 193
006189 1 1 146 178
006270 432 203 500 319
006299 403 37 453 123
006299 58 1 245 126
006319 324 96 500 284
006351 1 92 138 268
006447 24 123 126 206
006447 64 7 197 155
006447 1 1 126 233
006575 1 294 295 500
006605 45 101 93 197
006627 213 92 384 221
006755 159 43 240 117
006765 1 196 53 359
006777 136 159 239 311
006806 102 130 229 331
006806 283 1 487 171
006859 235 44 343 117
006956 258 71 326 238
006956 173 121 287 232
007078 4 121 70 180
007130 321 118 500 215
007180 247 122 275 306
007302 141 140 500 375
007344 240 1 404 86
007356 226 158 437 333
007390 461 141 491 187
007390 297 81 500 183
007396 107 62 273 103
007451 121 269 204 341
007511 129 200 294 303
007519 416 223 500 296
007558 132 1 246 116
007600 44 46 336 267
007619 383 167 427 291
007619 305 246 341 295
007624 255 192 416 307
007664 73 176 229 232
007673 161 228 258 316
007704 36 178 88 246
007704 1 1 89 272
007715 62 179 188 283
007781 30 118 99 221
007795 220 177 330 319
007814 459 250 500 317
007865 1 179 117 332
007890 264 163 455 329
007909 165 1 270 210
007925 297 48 500 129
007956 314 166 442 304
007999 185 33 293 111
007999 147 101 227 199
008012 354 78 461 215
008012 199 215 255 319
008012 1 13 500 393
008029 97 1 213 170
008043 19 90 126 225
008064 216 240 390 333
008064 8 147 97 223
008082 122 96 180 192
008106 254 227 338 371
008106 254 227 331 267
008106 124 193 170 289
008127 1 1 175 334
008127 264 116 322 211
008140 346 63 500 318
008171 381 240 500 318
008199 153 229 198 289
008216 214 128 333 259
008216 169 258 345 436
008216 206 195 246 279
008318 292 239 403 375
008341 163 172 194 233
008424 1 117 157 277
008465 148 201 236 327
008465 135 222 182 500
008468 263 63 320 175
008468 279 74 311 127
008468 1 136 65 240
008536 128 341 180 379
008549 361 205 405 253
008557 1 155 72 273
008587 73 249 151 313
008587 122 244 213 328
008655 219 36 279 151
008688 203 72 301 182
008688 102 75 181 154
008688 175 136 275 209
008688 9 53 111 168
008733 119 51 172 163
008749 301 128 500 375
008749 317 169 386 277
008806 426 169 500 260
008806 466 120 500 160
008806 381 110 464 152
008835 1 1 221 176
008933 185 311 347 442
008933 178 214 276 303
008970 294 160 356 238
008987 217 105 290 213
008987 268 161 334 212
008997 131 233 232 366
008997 153 182 209 276
008997 98 215 159 342
008997 1 308 91 370
008997 51 197 148 282
009032 293 209 341 269
009068 244 284 365 375
009068 317 174 370 246
009078 269 12 392 110
009087 1 145 104 282
009123 210 108 270 194
009175 265 251 403 366
009181 225 95 304 182
009181 180 136 308 373
009194 1 69 477 375
009215 268 151 500 356
009252 327 1 431 289
009279 382 72 474 192
009279 64 65 202 188
009342 1 217 94 375
009342 16 168 119 285
009419 48 106 121 191
009443 318 212 367 252
009491 211 69 262 210
009519 1 102 229 416
009634 415 274 452 342
009634 300 232 416 375
009638 1 81 179 375
009647 255 94 338 178
009686 189 104 455 263
009878 1 153 113 289
009884 243 184 400 375
009887 201 252 306 374
