imagename box_x1 box_y1 box_x2 box_y2
002586 73 220 165 435
002586 1 1 236 500
002603 163 86 291 245
002621 1 81 488 310
002621 47 152 249 310
002621 186 256 383 342
002621 145 164 489 256
002635 137 107 338 263
002664 143 123 257 204
002709 286 163 374 273
002717 53 105 252 241
002718 145 1 452 298
002721 247 87 409 182
002762 258 40 379 111
002791 130 68 478 319
002791 231 21 302 91
002836 256 136 362 217
002868 362 236 427 310
002868 400 237 459 302
002896 171 102 262 218
002919 201 7 350 247
002938 144 145 222 261
002969 1 48 334 290
002984 1 1 277 218
002984 116 127 277 192
003066 79 171 259 375
003072 216 57 500 312
003074 271 160 355 211
003074 119 220 219 267
003082 146 233 259 336
003082 199 178 303 246
003112 72 159 231 428
003116 96 69 200 212
003118 169 1 428 118
003126 205 74 344 198
003155 96 159 260 342
003199 129 32 332 323
003242 184 122 326 228
003250 181 47 395 333
003254 210 105 315 185
003256 238 224 274 274
003270 271 82 322 149
003270 176 82 500 282
003273 1 1 210 280
003316 236 115 380 252
003330 265 35 379 146
003330 204 65 326 205
003338 194 77 246 149
003349 93 74 240 186
003377 1 1 260 377
003416 1 1 122 102
003458 1 218 328 461
003458 16 160 125 317
003519 145 144 259 201
003524 68 1 459 395
003524 195 330 354 500
003565 1 105 500 375
003594 196 130 400 329
003614 81 120 267 209
003623 124 41 313 240
003646 154 1 358 269
003675 229 114 347 196
003679 100 1 243 39
003679 356 128 425 167
003704 326 107 434 291
003727 49 159 160 321
003748 242 95 392 328
003750 239 77 299 179
003803 136 188 291 435
003828 249 210 399 338
003828 1 210 162 409
003828 107 53 249 117
003871 116 80 239 142
003898 109 75 153 112
003905 238 71 368 233
003918 50 1 227 271
003918 139 214 263 500
003949 1 1 103 332
003949 85 55 275 195
003949 198 132 286 206
003965 273 146 347 212
003969 70 134 133 177
003979 62 148 275 252
004013 175 209 346 383
004025 164 89 250 230
004046 218 69 359 192
004069 248 66 362 203
004143 66 32 382 375
004171 102 308 272 403
004220 228 136 379 206
004221 240 139 336 360
004247 169 172 305 253
004247 186 172 252 208
004247 80 196 215 248
004263 80 128 261 274
004271 260 156 287 269
004271 131 198 274 500
004326 86 90 130 162
004347 215 32 340 150
004349 136 119 220 160
004524 289 269 372 343
004612 233 133 264 198
004612 198 135 267 256
004623 61 128 308 320
004636 82 1 182 116
004636 273 115 409 159
004636 147 87 238 231
004702 145 94 268 151
004702 126 171 229 235
004702 117 193 500 307
004783 1 190 481 334
004794 63 178 342 276
004799 10 62 338 499
004848 148 62 256 212
004869 63 69 350 431
004876 247 94 340 224
004966 137 128 327 271
004972 128 79 236 206
004974 212 136 345 231
004974 208 140 255 190
005006 52 1 342 56
005023 267 233 302 335
005023 205 242 280 351
005033 107 236 331 371
005084 258 330 401 375
005084 95 1 238 85
005130 149 124 308 262
005138 260 109 384 203
005202 61 74 283 240
005246 95 43 311 210
005253 98 49 427 333
005264 117 62 209 194
005285 105 119 295 296
005328 1 53 74 205
005338 72 34 157 146
005371 1 126 173 280
005485 214 218 261 261
005603 81 94 401 269
005624 280 29 500 156
005625 1 150 225 375
005637 357 122 426 203
005740 143 1 315 102
005740 113 82 158 171
005740 260 153 309 249
005740 248 146 500 333
005740 217 177 364 286
005781 65 153 205 271
005805 216 93 281 254
005854 252 88 321 216
005909 78 130 277 375
005910 221 83 347 149
005912 239 76 334 208
006012 218 177 321 240
006012 222 203 438 289
006012 1 232 160 289
006070 76 270 251 367
006070 1 105 500 500
006091 289 50 411 164
006098 92 89 172 139
006098 232 89 284 134
006108 1 1 235 353
006181 413 171 500 269
006181 91 130 182 232
006222 126 328 221 456
006264 203 24 288 87
006309 1 32 200 214
006367 104 133 462 333
006430 235 165 291 206
006470 201 142 284 276
006470 202 207 262 326
006475 198 1 272 29
006475 148 8 261 64
006520 81 1 325 224
006543 110 36 302 160
006543 215 97 303 215
006543 247 29 302 64
006548 306 140 397 248
006643 134 58 288 375
006671 49 169 169 295
006671 65 169 103 235
006706 181 113 327 173
006706 247 133 336 162
006739 146 157 206 207
006739 1 169 92 294
006739 127 109 247 253
006751 253 114 399 243
006799 1 78 352 366
006800 410 221 452 284
006800 165 109 210 182
006825 119 128 343 289
006848 80 172 315 245
006865 129 71 225 224
006910 116 1 356 111
006914 209 181 338 269
006952 98 2 240 237
007065 169 75 267 208
007065 105 57 336 263
007084 174 111 226 222
007092 1 1 375 276
007146 128 34 436 170
007194 1 92 94 168
007194 171 151 222 179
007194 102 143 203 238
007296 201 23 328 150
007299 262 270 389 339
007299 23 135 139 239
007299 118 111 500 375
007300 1 122 149 200
007421 1 184 193 315
007431 87 335 167 407
007431 267 285 500 416
007431 203 7 386 125
007481 1 50 500 316
007523 334 65 422 111
007523 354 74 491 141
007523 173 142 192 152
007523 305 75 368 116
007615 279 102 432 375
007662 1 270 148 500
007671 65 44 350 255
007678 61 74 464 197
007678 76 74 190 143
007680 50 135 211 339
007713 128 50 323 250
007721 202 108 390 250
007765 177 114 290 199
007831 71 231 175 363
007833 163 227 272 296
007840 97 39 273 176
007845 35 1 228 165
007847 172 128 372 259
007853 27 176 206 433
007853 105 179 172 238
007869 249 80 359 215
007876 231 180 300 289
007886 153 95 381 263
007914 310 229 375 263
007914 1 168 185 285
007924 1 275 238 360
007924 1 263 100 318
007991 1 114 260 375
008017 238 231 500 333
008017 40 175 240 281
008032 158 118 416 238
008051 1 195 325 375
008053 87 164 220 400
008062 117 129 270 375
008064 58 1 500 170
008068 346 30 431 86
008084 5 9 311 386
008085 57 214 117 276
008117 201 232 383 365
008138 293 59 477 126
008168 1 126 242 242
008200 184 131 329 240
008226 93 7 166 109
008297 134 180 226 375
008297 363 1 500 87
008297 116 150 179 220
008317 134 47 445 375
008370 48 75 262 235
008384 209 98 269 151
008423 184 85 368 279
008426 251 272 311 303
008426 192 288 272 375
008426 135 115 247 359
008426 190 42 321 215
008438 221 135 371 238
008443 202 96 352 266
008519 129 82 268 253
008588 273 176 463 229
008588 230 178 301 219
008635 154 72 305 171
008654 152 130 245 205
008670 25 67 256 177
008732 105 193 203 339
008753 368 277 433 335
008755 340 152 395 253
008764 105 43 311 214
008773 69 257 206 339
008776 183 42 306 296
008796 50 108 288 213
008796 104 267 288 353
008813 243 97 362 231
008858 221 111 284 146
008926 230 99 364 231
008943 332 335 410 375
008985 1 1 375 256
009018 1 121 479 375
009080 61 71 175 173
009099 156 129 286 276
009099 1 1 500 375
009144 175 79 500 357
009150 292 91 375 268
009166 135 1 297 185
009246 271 39 353 131
009270 19 1 176 159
009309 1 39 398 265
009323 244 65 500 375
009323 1 1 179 375
009323 407 253 467 316
009323 349 244 478 375
009323 342 220 468 289
009324 12 34 96 158
009422 292 25 500 230
009439 170 131 255 260
009459 222 93 352 260
009488 126 17 371 325
009566 186 150 301 202
009598 161 157 221 272
009609 218 95 356 176
009621 191 119 366 257
009621 202 145 269 217
009692 26 165 147 243
009749 192 285 300 427
009800 3 178 60 252
009800 283 261 368 398
009908 139 1 269 156
009908 123 73 201 134
009908 249 172 300 256
009940 108 318 268 375
