imagename box_x1 box_y1 box_x2 box_y2
003034 1 101 197 351
003042 136 135 317 232
003056 415 250 500 375
003120 433 288 500 343
003120 357 1 500 375
003202 1 1 149 269
003202 200 19 243 174
003202 300 91 393 138
003202 39 1 98 172
003202 210 5 347 201
003202 67 117 191 267
003219 49 149 168 282
003259 1 139 359 333
003284 55 261 115 306
003284 54 168 142 322
003300 80 74 500 375
003300 270 207 500 326
003350 1 1 253 276
003350 90 82 469 244
003422 282 112 500 322
003452 139 205 273 389
003466 1 1 404 375
003516 33 66 48 86
003516 220 1 474 191
003529 1 146 311 333
003577 1 1 471 375
003603 247 143 408 337
003638 274 189 390 326
003638 287 254 375 306
003638 288 1 450 375
003644 151 133 335 269
003678 1 1 415 332
003708 1 1 210 500
003708 296 367 363 467
003708 111 348 142 382
003791 176 143 240 280
003859 1 4 303 398
003865 120 184 320 311
003923 161 104 314 253
003947 100 304 313 417
004047 271 127 344 239
004047 1 177 500 471
004047 149 1 344 425
004149 158 117 187 144
004149 1 1 327 375
004253 195 176 333 221
004279 247 137 380 283
004279 1 1 373 327
004296 1 1 278 405
004296 111 242 234 383
004405 44 204 306 336
004421 273 240 375 456
004421 189 23 353 153
004484 335 171 442 267
004493 1 1 500 212
004611 48 184 246 375
004611 319 182 430 289
004611 67 202 131 295
004655 381 151 500 321
004655 1 44 500 350
004742 42 197 238 319
004773 15 16 276 500
004773 312 198 375 328
004773 1 178 345 319
004785 18 53 296 331
004857 144 156 357 238
004868 186 1 422 375
004868 89 162 310 375
004926 145 29 296 253
004926 343 194 426 243
004926 152 113 234 216
004926 1 40 500 343
004943 161 171 428 333
004976 263 105 500 331
004991 127 28 500 235
005055 266 22 416 239
005055 1 11 279 375
005061 1 135 331 375
005085 55 282 289 403
005086 42 190 277 372
005160 240 202 356 269
005160 121 29 418 237
005160 196 158 371 233
005160 119 161 186 281
005160 64 149 312 271
005191 109 70 379 307
005195 173 201 405 333
005195 227 112 500 288
005242 164 148 472 321
005245 1 119 393 375
005311 1 1 494 332
005311 187 63 306 159
005345 128 132 315 307
005451 73 332 271 500
005467 60 1 405 375
005521 144 66 340 238
005531 233 56 375 292
005591 1 1 500 375
005629 218 87 285 109
005629 205 46 270 112
005629 268 1 471 277
005647 136 105 245 220
005647 133 1 500 347
005647 133 1 233 109
005662 88 265 190 344
005672 1 1 213 255
005686 276 176 392 371
005686 296 207 362 286
005686 301 283 360 371
005686 92 133 148 226
005687 197 32 237 79
005687 114 103 354 333
005687 187 234 299 305
005687 194 208 244 258
005704 349 112 500 237
005704 375 220 500 375
005710 237 179 332 265
005710 237 129 393 333
005719 175 1 413 307
005790 98 1 500 333
005794 184 65 259 198
005794 29 25 495 375
005803 185 1 243 53
005919 64 138 283 354
006030 1 257 113 330
006140 296 152 500 333
006161 217 1 500 333
006220 1 1 478 318
006220 227 36 410 207
006220 393 15 447 88
006241 65 79 397 237
006259 78 8 333 394
006286 129 191 238 303
006289 355 159 497 324
006289 129 125 279 291
006381 233 211 500 375
006381 82 68 313 375
006398 268 153 500 375
006409 49 178 272 273
006447 23 129 139 207
006503 129 203 288 320
006519 20 177 327 375
006519 319 1 500 250
006576 1 182 375 500
006610 314 10 466 189
006626 327 195 460 296
006627 299 77 371 172
006628 321 100 487 197
006658 152 178 301 256
006689 184 291 306 374
006696 57 67 284 366
006696 322 141 411 266
006699 1 1 375 500
006731 35 39 335 243
006819 137 68 252 248
006892 131 41 500 375
006912 1 28 422 310
006934 157 95 342 356
006972 165 109 324 231
007006 46 231 171 311
007007 116 1 349 351
007007 255 5 500 374
007021 165 61 485 315
007042 151 189 234 251
007064 354 34 500 375
007177 117 92 273 330
007191 1 192 277 375
007191 213 256 374 375
007213 171 26 500 375
007266 135 232 500 375
007350 35 30 245 242
007350 178 76 446 284
007373 186 49 500 375
007435 79 293 243 394
007458 185 147 325 274
007458 28 121 326 349
007498 84 1 297 155
007511 56 37 426 375
007544 146 98 500 327
007572 8 93 90 211
007572 144 70 268 175
007664 161 38 500 375
007673 81 173 375 416
007720 349 269 500 375
007735 274 95 500 231
007751 56 263 175 375
007777 1 110 185 366
007777 78 187 240 299
007799 351 88 500 305
007810 1 1 375 351
007813 128 1 500 375
007826 400 312 492 374
007826 1 43 500 375
007826 139 220 205 300
007872 174 117 257 203
007909 1 102 270 210
007956 1 87 272 280
008072 1 35 245 245
008076 215 84 500 375
008122 271 189 383 275
008127 349 135 500 308
008159 43 129 199 258
008171 1 107 243 375
008171 369 286 473 360
008216 167 270 240 354
008385 1 288 265 500
008470 101 145 374 375
008529 141 1 375 500
008529 1 116 46 200
008529 1 147 132 417
008529 1 158 70 251
008608 1 1 199 333
008655 157 139 252 199
008733 99 245 148 308
008733 71 89 128 201
008733 79 1 126 48
008733 31 125 100 172
008783 1 1 471 375
008783 353 228 468 324
008783 201 60 285 170
008814 110 120 264 294
008814 206 118 433 290
008932 306 215 500 375
008983 156 45 256 109
008997 1 276 157 373
009123 114 100 314 225
009157 132 176 208 234
009157 178 147 433 280
009247 42 187 341 333
009273 289 28 328 106
009273 1 173 227 375
009273 174 141 242 293
009273 202 1 500 375
009299 200 151 486 333
009303 417 1 500 78
009303 115 5 235 93
009413 32 337 341 497
009413 163 248 496 497
009420 138 226 199 304
009420 268 261 340 338
009437 69 9 470 375
009484 124 1 500 375
009526 261 268 375 424
009526 224 49 270 109
009550 207 161 375 432
009550 75 164 146 270
009550 270 308 375 401
009577 104 178 275 258
009613 13 242 121 316
009613 48 156 149 302
009617 69 156 209 243
009638 235 126 464 375
009706 209 43 308 91
009726 363 287 425 375
009726 108 1 500 375
009758 90 100 500 332
009819 1 231 144 328
009819 1 66 379 348
009917 41 229 214 314
